Comments,Processed Comments
"Business yang pag Een Pi Ey na yan. Ilang years na ba yan? 50-60 years? Ginawa para magkaroon ng divide and conquer sa bansa, taktiks ni ankol sam(NED FUNDED) na ginagawa rin sa ibang bansa. lugi jan yung narerecruit kasi nagiging sundalo(for en pi ey) sa bundok kalaban army eh surebol corned beef kinabukasan mo jan🤣 ewan andami parin nauuto🤣 war is business nga naman🤣 yung mga leaders nila? ayun laki ng nakukuha tax sating mga pinoy(party lists), tas may revolutionary tax pa sa mga businessman🤣 mga leaders nyo lang umaasenso, pumupuntang ibang bansa or napag aral yung anak nila sa ibang bansa... pero kayong bagong recruit surebol yan matetegi kayo sa bundok sooner or later🤣 well ginusto nyo yan ih🤣","['Business yang pag Een Pi Ey na yan.', 'Ilang years na ba yan?', '50-60 years?', 'Ginawa para magkaroon ng divide and conquer sa bansa', 'taktiks ni ankol sam(NED FUNDED) na ginagawa rin sa ibang bansa.', 'lugi jan yung narerecruit kasi nagiging sundalo(for en pi ey) sa bundok kalaban army eh surebol corned beef kinabukasan mo jan🤣', 'ewan andami parin nauuto🤣 war is business nga naman🤣', 'yung mga leaders nila?', 'ayun laki ng nakukuha tax sating mga pinoy(party lists)', 'tas may revolutionary tax pa sa mga businessman🤣', 'mga leaders nyo lang umaasenso', 'pumupuntang ibang bansa or napag aral yung anak nila sa ibang bansa... pero kayong bagong recruit surebol yan matetegi kayo sa bundok sooner or later🤣', 'well ginusto nyo yan ih🤣']"
"Daming OJT na nagpi-fieldtrip ngayon ah.....

Mga batan on.....Mao ni ilang ipambahug sa mga sundalo aron mabasol ang mga military sa ilang ginahimong operations....

Mga pawn in a game of chess.....","['Daming OJT na nagpi-fieldtrip ngayon ah.....', 'Mga batan on.....', 'Mao ni ilang ipambahug sa mga sundalo aron mabasol ang mga military sa ilang ginahimong operations....', 'Mga pawn in a game of chess.....']"
"Buti na lng di ako sumama sa exposure ng LFS sa bundok , baka naging fertlizer na ako noon o naging kumander🤣","['Buti na lng di ako sumama sa exposure ng LFS sa bundok', 'baka naging fertlizer na ako noon o naging kumander🤣']"
"Scholar din ako nuon, pero depende nalang sa student kung saan o anong sinasamahang grupo. May choice naman bawat tao. I was once ask but didn't entertain them kasi alam ko na ang kalakaran 👍🏻 nasa student lang talaga wala sa school.","['Scholar din ako nuon', 'pero depende nalang sa student kung saan o anong sinasamahang grupo.', 'May choice naman bawat tao.', 'I was once ask but didn't entertain them kasi alam ko na ang kalakaran 👍🏻', 'nasa student lang talaga wala sa school.'"
Napulot lang siguro nila yung mga baril tapos sinubukan kung puputok. 🤣,['Napulot lang siguro nila yung mga baril tapos sinubukan kung puputok. 🤣']
Kumunista pa more,['Kumunista pa more']
"Kung gusto nyo ng safe na university, walang bully walang mga fraternity, dun po kayo sa New Era University.","['Kung gusto nyo ng safe na university', 'walang bully walang mga fraternity', 'dun po kayo sa New Era University.']"
Bakit kasi hindi pa iraid yang UP? Ilng taon ng NPA breeding ground yang University na yan,"['Bakit kasi hindi pa iraid yang UP?', 'Ilng taon ng NPA breeding ground yang University na yan']"
Researcher daw pero may dalang baril with vest at nakipag barilan pa sa AFP,['Researcher daw pero may dalang baril with vest at nakipag barilan pa sa AFP']
Ang totoo kasi is Ang University Student is Bright and inteligent yan merong mga Grupo sa loob na naka Minotor sa mga Students na may Potential Like This lady nag sisimula yan sa mga pag Recruit sa grupo na andoon sa loob nang University merong mga pag titipon yan and Hinihimok yan sila na makilahok na magiging main factor para mas mapadali yung pag sali nila syempre thier minds are Young and Easly too Fool kaya ang Ending Dating Honor Student na punta sa Armandong Pakikibaka kuno!! na sinasabing para daw Sa bayan!! 😢😢,"['Ang totoo kasi is Ang University Student is Bright and inteligent yan', 'merong mga Grupo sa loob na naka Minotor sa mga Students na may Potential Like This lady', 'nag sisimula yan sa mga pag Recruit sa grupo na andoon sa loob nang University', 'merong mga pag titipon yan and Hinihimok yan sila na makilahok na magiging main factor para mas mapadali yung pag sali nila', 'syempre thier minds are Young and Easly too Fool kaya ang Ending Dating Honor Student na punta sa Armandong Pakikibaka kuno!!', 'na sinasabing para daw Sa bayan!! 😢😢']"
"ayaw parin maniwala yung mga ibang kakampuke sa ganito. Noon pa man kalakaran na nila yan , andaming ng sumuko at nagpapatunay at ang daming nag-Early out sa mundo dahil sa walang kwenta nilang advocacy o pinaglalaban na sila dapat mamuno ng gobyerno.","['ayaw parin maniwala yung mga ibang kakampuke sa ganito.', 'Noon pa man kalakaran na nila yan', 'andaming ng sumuko at nagpapatunay at ang daming nag-Early out sa mundo dahil sa walang kwenta nilang advocacy o pinaglalaban na sila dapat mamuno ng gobyerno.']"
Bat nag immersion na may gubat,['Bat nag immersion na may gubat']
Its either CPP NPA or Govt Forces mamatay.. GOODS na ako sa mga CTG's nalang..,"['Its either CPP NPA or Govt Forces mamatay..', 'GOODS na ako sa mga CTG's nalang..']"
Balita ko kawawa ang mga babaeng NPA pinag pa ra-osan ng mga commander lalo na mga bata. Pinipilahan daw mga yan sabi ng commander kailangan daw nila gampanan yan para sa bayag I mean para sa bayan.,"['Balita ko kawawa ang mga babaeng NPA pinag pa ra-osan ng mga commander lalo na mga bata.', 'Pinipilahan daw mga yan sabi ng commander kailangan daw nila gampanan yan para sa bayag I mean para sa bayan.']"
"anak: tay, mag research lang kami
tatay: sige anak, ito ang baon mo
*makalipas ang ilang araw hindi pa nauwe*
tatay: bat ang tagal naman ng research ng anak ko, maka panood nga ng tv
reporter: 19 ang patay matapos ang bakbakan ng militar at npa
*anak ay umuweng corned beef*","['anak: tay', 'mag research lang kami', 'tatay: sige anak', 'ito ang baon mo', 'makalipas ang ilang araw hindi pa nauwe', 'tatay: bat ang tagal naman ng research ng anak ko', 'maka panood nga ng tv', 'reporter: 19 ang patay matapos ang bakbakan ng militar at npa', 'anak ay umuweng corned beef']"
NPA pa more....what if closed the the UP school,"['NPA pa more....', 'what if closed the the UP school']"
"Just dont go to UP. Too risky. Malalim na institution na activism duon. Liberal minds with extreme ideas, that are never wrong. Delikado. Iwas gulo.","['Just dont go to UP.', 'Too risky.', 'Malalim na institution na activism duon.', 'Liberal minds with extreme ideas', 'that are never wrong.', 'Delikado.', 'Iwas gulo.']"
Kala ko mga uneducated lang ang Nag NPA 🤧🤣,['Kala ko mga uneducated lang ang Nag NPA 🤧🤣']
Hindi na ako nagtataka! Madami pa ang susunod,"['Hindi na ako nagtataka!', 'Madami pa ang susunod']"
"Bakit tong mga to always center of attraction at pa victim, samantala ang mga namatay din na AFP walang mn lng tribute! E pareho lng nmn sila galing sa mga university at scholars!","['Bakit tong mga to always center of attraction at pa victim', 'samantala ang mga namatay din na AFP walang mn lng tribute!','E pareho lng nmn sila galing sa mga university at scholars!']"
Thank you PH military for clearing this rebels! Pa brainwash pa more!,"['Thank you PH military for clearing this rebels!', 'Pa brainwash pa more!']"
May kasalanan din kasi ung govt. harap harapan na ung mga lider ng npa ung iba nasa congresso di pa hinuli hays,"['May kasalanan din kasi ung govt.', 'harap harapan na ung mga lider ng npa ung iba nasa congresso di pa hinuli hays']"
Wala naman napapanagot at nakakasuhan kung bakit sila nasa bundok kaya tuloy tuloy nyo lang pagpapadala sa mga kabataan.,['Wala naman napapanagot at nakakasuhan kung bakit sila nasa bundok kaya tuloy tuloy nyo lang pagpapadala sa mga kabataan.']
"Tanda ko pa nung nasa pup ako, kung sino pa ung mga bakti noon na hardcore at mahilig mag recruit. Sila pa ngayon ung mga nasa corporate world. Nothing wrong with that now but can you see the irony?","['Tanda ko pa nung nasa pup ako', 'kung sino pa ung mga bakti noon na hardcore at mahilig mag recruit.', 'Sila pa ngayon ung mga nasa corporate world.', 'Nothing wrong with that now but can you see the irony?']"
Asking for change or reform does not mean joining the enemies of the state 😂 Everybody wants reform lalo na sa mga nangyayari ngayon but to join CPP-NPA?NO…,"['Asking for change or reform does not mean joining the enemies of the state 😂', 'Everybody wants reform lalo na sa mga nangyayari ngayon but to join CPP-NPA?NO…']"
"Masama na kung masama!! Pero tax payer rin ang nagbabayad sa mga scholarship sa UP! Kung ang pagiging scholarship nila ay magiging way para marecruit sila sa NPA activist, tanggalin na yang scholarship sa UP!","['Masama na kung masama!!', 'Pero tax payer rin ang nagbabayad sa mga scholarship sa UP!', 'Kung ang pagiging scholarship nila ay magiging way para marecruit sila sa NPA activist', 'tanggalin na yang scholarship sa UP!']"
"The so-called NPA leader/s was not present during the operation bc he/they sold them out. 

19 deaths. No combat experience. Na-corner sa fish pond; all tells the same story. Smartphone era, giving up information for reward and possible immunity is as easy as breathing air. 

You may look at him as a leader but when shit hits the fan, true colors will emerge. Hard pill to swallow specially for those cold corpses but that's all facts.","['The so-called NPA leader/s was not present during the operation bc he/they sold them out.', '19 deaths.', 'No combat experience.', 'Na-corner sa fish pond; all tells the same story.', 'Smartphone era', 'giving up information for reward and possible immunity is as easy as breathing air.', 'You may look at him as a leader but when shit hits the fan', 'true colors will emerge.', 'Hard pill to swallow specially for those cold corpses but that's all facts.']"
"Fact… kahit saang university, students will always be in danger… in danger of rebels, in danger of fraternities, in danger of cults and false religion, in danger of criminals, robbers, thieves, sexual predators… and so kung yan ang line of thinking nyo… wag nyo na pag aralin mga anak nyo. This is a dangerous world, thats a fact… and has nothing to do with sending your children in the universities. So stop spreading this unnecessary about students getting brainwashed when you send them to college. Palakihin nyo ng tama anak nyo… and release them.","['Fact… kahit saang university', 'students will always be in danger…', 'in danger of rebels', 'in danger of fraternities', 'in danger of cults and false religion', 'in danger of criminals', 'robbers', 'thieves', 'sexual predators…', 'and so kung yan ang line of thinking nyo… wag nyo na pag aralin mga anak nyo.', 'This is a dangerous world', 'thats a fact… and has nothing to do with sending your children in the universities.', 'So stop spreading this unnecessary about students getting brainwashed when you send them to college.', 'Palakihin nyo ng tama anak nyo… and release them.']"
sinong professor ang nagdeploy sa bata magresearch sa lugar na yun... Kapag mga research na ganyan dapat may coordinator ang university to monitor the status of research and students .. dapat may managot sa loob ng UP,"['sinong professor ang nagdeploy sa bata magresearch sa lugar na yun...', 'Kapag mga research na ganyan dapat may coordinator ang university to monitor the status of research and students ..', 'dapat may managot sa loob ng UP']"
"✖️ALANO
✔️ALANA

Alana corned beef na!","['✖️ALANO', '✔️ALANA', 'Alana corned beef na!']"
"She is NOT inside the campus university. The area is a well known ""rebel"" area. Why would she choose to live in that place and conduct so called research. Doing community research requires coordination and approval with brgy and local gov, if they knew, they wouldnt approve any civilians  doing any study in an area known to have NPAs... all the more a student. 

All your excuses are dumb, lame, and crazy so you can protect the ""recruitment"" process and have someone to blame. Tigilan nio na kabobohan nio 💩. Imagine all the news reports of a student death, and pinagtatawanan lang kayong lahat.","['She is NOT inside the campus university.', 'The area is a well known ""rebel"" area.', 'Why would she choose to live in that place and conduct so called research.', 'Doing community research requires coordination and approval with brgy and local gov', 'if they knew', 'they wouldnt approve any civilians doing any study in an area known to have NPAs...', 'all the more a student.', 'All your excuses are dumb', 'lame', 'and crazy so you can protect the ""recruitment"" process and have someone to blame.', 'Tigilan nio na kabobohan nio 💩.', 'Imagine all the news reports of a student death', 'and pinagtatawanan lang kayong lahat.']"
kampi pa sa Npa matatalino sa acads pero hindi nag iisip ng ayos haha,['kampi pa sa Npa matatalino sa acads pero hindi nag iisip ng ayos haha']
isipin mo nag aral ka sa isa sa pinaka mataas na unibersidad sa bansa tapos naging NPA ka bigla 🤣🤣🤣,['isipin mo nag aral ka sa isa sa pinaka mataas na unibersidad sa bansa tapos naging NPA ka bigla 🤣🤣🤣']
NPA pa more,['NPA pa more']
Pauto pa more,['Pauto pa more']
Colored hair tapos Pula pa ahahah,['Colored hair tapos Pula pa ahahah']
"Gawin ba namang frontliner mga aktibista nila, tapos 'yung mga tenured na well-trained, tumakas sa engkwentro.

They died for nothing. After months, limot na sila at mga pointless nilang pinaglalaban. Pero 'yung parents nila lifetime pain ang dadanasin. Habang walang pake ang mga NPA Groups sa mga dalamhati ng mga namatay.

Malaki pera dyan. Kung may ambisyon kang political o business, sali ka dyan. Pero kung sumali ka dyan dahil sa totoong pakikibaka, sinasayang mo ang talino mo. Matalino ka pero t@ng@.

Sana bayad na lang kayo, kasi nakakatawang t@ng@ kayo for free. You died for nothing.","['Gawin ba namang frontliner mga aktibista nila', 'tapos 'yung mga tenured na well-trained', 'tumakas sa engkwentro.', 'They died for nothing.', 'After months', 'limot na sila at mga pointless nilang pinaglalaban.', 'Pero 'yung parents nila lifetime pain ang dadanasin.', 'Habang walang pake ang mga NPA Groups sa mga dalamhati ng mga namatay.', 'Malaki pera dyan.', 'Kung may ambisyon kang political o business', 'sali ka dyan.', 'Pero kung sumali ka dyan dahil sa totoong pakikibaka', 'sinasayang mo ang talino mo.', 'Matalino ka pero t@ng@.', 'Sana bayad na lang kayo', 'kasi nakakatawang t@ng@ kayo for free.', 'You died for nothing.']"
di ba may Alyssa Alano na starlet,['di ba may Alyssa Alano na starlet']
Mainit init pa,['Mainit init pa']
-1 enter pa,['-1 enter pa']
Mainam pa kung sa Casting Couch siya sumikat. Sayang umanib sa komunista,"['Mainam pa kung sa Casting Couch siya sumikat.', 'Sayang umanib sa komunista']"
"Kinakain na sya ng uod ngayun. 😛😛 
Lahat ng Sosyalismo, imperialismo, Colonyalismo, Kapitalismo, lahat na ng Lismo, ay hindi nya na problema. 
Sarrapp diba? 
😋😋👌🏼","['Kinakain na sya ng uod ngayun.😛😛',
Lahat ng Sosyalismo', 'imperialismo', 'Colonyalismo', 'Kapitalismo', 'lahat na ng Lismo', 'ay hindi nya na problema. 
Sarrapp diba? '.'😋😋👌🏼']"
parang nakita ko na yan sa PinayFlix ahh,['parang nakita ko na yan sa PinayFlix ahh']
"Nabira nmn daw ng kumander eh,,ok na un😂😂😂","['Nabira nmn daw ng kumander eh', 'ok na un😂😂😂']"
"Tangina mo ikaw next, magtago ka na sa kung saan ka man nagtatago, babalik sa 'yo 'yang pinagsasabi mo gago","['Tangina mo ikaw next', 'magtago ka na sa kung saan ka man nagtatago', 'babalik sa \'yo \'yang pinagsasabi mo gago']"
The communist playbook 101. Stage 1 palang obvious na kung saan talaga ang problema.,"['The communist playbook 101.', 'Stage 1 palang obvious na kung saan talaga ang problema.']"
"Mao ni sila ang 50 years ng rebelde. Then pagkaPRESIDENT ni CORY, 30+ years ng MARCUS MAGNANAKAW. Unsa na sila ron sa panahon ni MARCUS JR.? Nahimo ng kauban ni MARCUS og beneficiaries pa sa MALETA. 30+ years na garbo, GIPALIT RA DIAY OG MALETA. NAWALA ANG RALLY OG ""PATALSIKIN"" na drama.","['Mao ni sila ang 50 years ng rebelde.', 'Then pagkaPRESIDENT ni CORY', '30+ years ng MARCUS MAGNANAKAW.', 'Unsa na sila ron sa panahon ni MARCUS JR.?', 'Nahimo ng kauban ni MARCUS og beneficiaries pa sa MALETA.', '30+ years na garbo', 'GIPALIT RA DIAY OG MALETA.', 'NAWALA ANG RALLY OG ""PATALSIKIN"" na drama.']"
